bond_fee,ngo_fee,court_fee,probation_fee,oop_total
1290.0547988407413,0.0,494.14148627252564,0.0,1784.2
534.9977211048605,0.0,353.7298060268516,354.37131602275633,1243.1
0.0,328.07344022957363,507.387994533831,447.5053463204565,1282.97
2657.8402841603015,0.0,539.0430318753829,0.0,3196.88
1030.136748623798,0.0,447.4531780854428,407.1200408711322,1884.71
762.1343486635551,0.0,378.08352393258514,354.87213391692836,1495.09
0.0,0.0,0.0,0.0,0.0
0.0,0.0,428.40573425910475,337.42452756325395,765.83
0.0,270.0931508459909,413.6225278989697,0.0,683.72
1354.0347062241108,0.0,589.0213063071981,359.0134589660298,2302.07
1057.5632122455645,0.0,393.847821079184,313.81232014240163,1765.22
267.286367970818,0.0,418.38287664244876,0.0,685.67
2014.448696480874,0.0,443.06893203485146,625.7756510531207,3083.29
1483.5892570116089,0.0,453.84363728674975,331.40684016529246,2268.84
0.0,293.51130116793576,379.4358655836918,512.7138932540823,1185.66
0.0,413.1983490885051,564.2272161652879,742.2998054357726,1719.73
0.0,0.0,0.0,0.0,0.0
1122.4918553588755,0.0,408.90949292626146,518.102564577737,2049.5
1399.9677540522675,0.0,0.0,0.0,1399.97
0.0,288.60558743257167,0.0,0.0,288.61
648.7280678542634,0.0,400.6004582226898,451.3113770387685,1500.64
2434.872298710016,0.0,0.0,0.0,2434.87
0.0,0.0,435.72965920872906,290.6781190106073,726.41
1704.1762494490613,0.0,393.1010475524264,483.39472463647263,2580.67
0.0,0.0,457.5352142701618,508.9440118055926,966.48
1191.198358066471,0.0,375.81150506831557,283.7606801713342,1850.77
0.0,252.42343673913942,421.2860222394808,0.0,673.71
0.0,0.0,0.0,0.0,0.0
1288.692676826263,0.0,467.6422477685915,491.40966133584493,2247.74
1393.9894462800958,0.0,517.6037877700793,331.2192584694342,2242.81
0.0,0.0,520.8275107293705,416.2301699927372,937.06
2323.555824176401,0.0,499.5936117788822,0.0,2823.15
1976.357682243197,0.0,449.3435144305117,524.4189106569231,2950.12
0.0,328.4902109296197,450.01431584512727,325.3026891531082,1103.81
1105.5000246527309,0.0,391.51070428582847,0.0,1497.01
532.6218959954742,0.0,581.9036948636018,272.2116758263237,1386.74
0.0,0.0,555.2264933058276,513.7925522072077,1069.02
0.0,309.50600539464034,0.0,0.0,309.51
0.0,0.0,538.9644974237434,685.076542470798,1224.04
1879.3186891224625,0.0,400.3297215189468,407.4348786175596,2687.08
0.0,300.02219735851577,381.4467854928004,451.6780860339509,1133.15
2081.8291168654873,0.0,426.76053743217597,0.0,2508.59
0.0,0.0,408.16259620429446,367.4454816501975,775.61
1181.0676445372071,0.0,409.35607288051705,363.57132459572216,1954.0
0.0,0.0,372.6718489894591,506.42529019465013,879.1
0.0,0.0,572.1977876089193,395.2276912650597,967.43
0.0,0.0,495.42461030256743,443.9798503678693,939.4
1845.752455321531,0.0,545.3258386079642,0.0,2391.08
2111.533379467152,0.0,459.60569734301714,395.2439428537859,2966.38
0.0,0.0,425.2674680887251,350.56219977052166,775.83
2539.1118313650545,0.0,458.71538468386603,409.33402595620913,3407.16
0.0,0.0,264.5721087981719,551.5537387190792,816.13
317.9298938125001,0.0,353.5972795066969,589.9309702858357,1261.46
0.0,0.0,342.33155275055935,652.9344435656391,995.27
789.4913088868539,0.0,414.66727542040763,0.0,1204.16
1491.3162279467408,0.0,572.8236048521691,329.1526974483553,2393.29
0.0,316.5547780167953,472.399054751415,537.5097142556986,1326.46
349.3418541700898,0.0,498.5371775772751,513.6494453218421,1361.53
150.0,0.0,514.4188280170087,385.0136157518249,1049.43
1681.5093142360593,0.0,0.0,0.0,1681.51
0.0,307.14590236991614,426.9968558141181,459.8538113596321,1194.0
0.0,412.31113796839395,322.6046767694896,303.17969626374565,1038.1
0.0,0.0,0.0,0.0,0.0
897.6390748429044,0.0,407.6929779942989,478.2952135308433,1783.63
0.0,0.0,428.6142138217163,458.3956703327611,887.01
0.0,314.2410055112275,490.52428718415143,484.4082697475385,1289.17
0.0,0.0,400.27904967289845,287.3466804003022,687.63
349.56307431222524,0.0,491.7858726479686,0.0,841.35
1853.9767499752936,0.0,477.1242479785173,459.6823205300539,2790.78
0.0,354.88493637705864,495.4239101533214,587.3643216832133,1437.67
0.0,0.0,0.0,0.0,0.0
0.0,400.973504656092,587.3595737000437,0.0,988.33
0.0,0.0,456.5448096444823,380.9946293030053,837.54
0.0,416.45466347067355,425.04077098721655,331.4741539438264,1172.97
0.0,391.7448293281641,0.0,0.0,391.74
1636.7855424245818,0.0,530.6264910571764,359.355490064823,2526.77
951.9177685655382,0.0,483.8133517888226,493.091044265653,1928.82
1749.2464021741923,0.0,454.25457324984194,0.0,2203.5
1737.8291477927514,0.0,0.0,0.0,1737.83
0.0,0.0,458.78009126669207,492.10778941993567,950.89
525.0476678932333,0.0,0.0,0.0,525.05
0.0,351.7188925725225,426.28071016980584,0.0,778.0
1437.3584266781072,0.0,0.0,0.0,1437.36
0.0,465.5028078672447,419.5003376336628,0.0,885.0
0.0,361.125043376233,482.87026527886417,0.0,844.0
1177.864331092742,0.0,498.4911520677834,444.96544615717227,2121.32
2020.2380844107677,0.0,441.409391326958,325.84199349975495,2787.49
1442.2651395878866,0.0,495.95037872290203,395.0846313280508,2333.3
0.0,263.2803375158036,484.7761033629292,412.0766743485496,1160.13
0.0,0.0,406.38736751133206,407.8377950388822,814.23
0.0,0.0,0.0,0.0,0.0
1484.9692030695537,0.0,456.24157984678953,372.9366924220007,2314.15
0.0,0.0,0.0,0.0,0.0
0.0,299.2083459475118,563.3850257305988,332.54270594395916,1195.14
150.0,0.0,0.0,0.0,150.0
150.0,0.0,467.125538731017,494.2064830931356,1111.33
0.0,366.1173761455351,527.3871602427037,586.722518076984,1480.23
0.0,398.50625119280846,462.1463071483048,453.539598948355,1314.19
1532.9839342914152,0.0,532.4852330158751,557.5489194126948,2623.02
0.0,243.36456218853328,430.4070322059618,0.0,673.77
0.0,368.8150986257367,408.9144058336219,537.6557385989294,1315.39
0.0,0.0,429.63800364739564,443.07621519880695,872.71
1610.3386363789255,0.0,434.9850938704556,442.6479009437345,2487.97
0.0,371.6114767011786,457.3813368500086,398.34362450225757,1227.34
1462.57674781336,0.0,282.6744932361764,0.0,1745.25
1526.8801830887426,0.0,381.28917615489405,552.3060774687204,2460.48
0.0,106.8270063797931,442.83997415568024,410.226118521987,959.89
1886.7971081492528,0.0,424.3851802722389,493.1247515372396,2804.31
0.0,0.0,554.4615153596243,425.9036110874207,980.37
0.0,272.9298470778126,452.1959228061189,407.22871198440976,1132.35
0.0,0.0,423.27341785393384,449.9881426298521,873.26
0.0,323.48191912163077,481.67963757433654,245.34977283537546,1050.51
0.0,206.38407014158054,553.3732014026548,473.5128594573024,1233.27
610.2644247931108,0.0,0.0,0.0,610.26
0.0,0.0,0.0,0.0,0.0
1494.8491995961103,0.0,429.69658357677827,429.1794574891417,2353.73
572.7481145491043,0.0,445.74220079624655,462.07779407840707,1480.57
2705.3801506995355,0.0,0.0,0.0,2705.38
0.0,0.0,469.65439733301594,452.98641375844966,922.64
1175.491366873642,0.0,490.69969599648425,525.364923201733,2191.56
0.0,222.6928043812733,503.7777332722836,522.3808693062681,1248.85
1765.0732487691484,0.0,419.9075146066928,458.7535849486135,2643.73
150.0,0.0,372.43529784421435,614.4385974805512,1136.87
1675.2786113943134,0.0,435.1261003398585,544.6642189081803,2655.07
0.0,0.0,442.3273343066178,389.65851050391086,831.99
0.0,0.0,0.0,0.0,0.0
746.1875561209753,0.0,422.0993541113704,610.1600663020637,1778.45
1311.4570676457167,0.0,435.5745689235102,509.39853226047506,2256.43
0.0,0.0,461.3176430925184,437.2343310782537,898.55
0.0,383.05852644228014,475.14889470570375,0.0,858.21
1734.0989422737102,0.0,514.9015820733116,467.714505736412,2716.72
0.0,311.3734397599176,0.0,0.0,311.37
0.0,0.0,433.9373864427511,391.28299030781784,825.22
1111.326449165447,0.0,439.3434151615948,415.6602190540468,1966.33
1227.3987865872307,0.0,450.2772730190167,0.0,1677.68
0.0,356.4453249946448,449.97611426997014,412.8435042348307,1219.26
0.0,342.4087655083856,469.4677676955981,0.0,811.88
0.0,462.78157705890004,508.5848133164981,0.0,971.37
0.0,237.6431482101042,412.0976961005236,410.11962884447325,1059.86
1968.2289125128564,0.0,497.48509860630753,485.9665821591272,2951.68
1577.1040113645565,0.0,0.0,0.0,1577.1
0.0,0.0,0.0,0.0,0.0
0.0,0.0,510.66544187563983,0.0,510.67
1357.4797019939379,0.0,394.92467302637226,476.3420262912378,2228.75
1538.012528199586,0.0,512.6384875930172,391.23010341177815,2441.88
2558.280658094644,0.0,463.57572582258524,0.0,3021.86
0.0,0.0,458.48684179216485,439.9540778018835,898.44
1459.077911968797,0.0,459.12594445394586,0.0,1918.2
0.0,0.0,484.2677477009856,0.0,484.27
0.0,437.2072729293776,383.05653478861154,285.64324087204244,1105.91
0.0,353.9422884300135,457.5884173606448,378.31123468304565,1189.84
0.0,255.4712267746056,376.61173683344816,0.0,632.08
0.0,0.0,413.43724706136805,285.6702657294048,699.11
1257.6727104930942,0.0,0.0,0.0,1257.67
0.0,489.7835602704071,350.78877901700616,529.6036494038364,1370.18
0.0,333.4083335320497,496.6812472267863,352.945768495349,1183.04
2111.5606241291407,0.0,0.0,0.0,2111.56
1225.223927213757,0.0,396.9422501732677,552.3412279235802,2174.51
1340.930191899608,0.0,0.0,0.0,1340.93
0.0,339.0328645177668,0.0,0.0,339.03
1576.7160575987182,0.0,442.0278609442806,453.4181518591565,2472.16
384.8923848780738,0.0,534.7107084293049,433.3340851444449,1352.94
0.0,0.0,567.9504028340848,0.0,567.95
0.0,477.72650634461706,429.36432001024605,479.2867722133977,1386.38
0.0,304.4325664881252,407.78184134145545,321.88408085600446,1034.1
0.0,0.0,410.81722470583816,513.0183373710292,923.84
1903.932723110487,0.0,452.45167894310913,464.56617726452964,2820.95
0.0,365.2135781703101,0.0,0.0,365.21
0.0,0.0,485.282025809112,505.0218953156398,990.3
0.0,0.0,0.0,0.0,0.0
1634.002581388265,0.0,383.315394764493,558.7719078949162,2576.09
1498.57968067368,0.0,459.37551598061737,418.03378804169193,2375.99
0.0,316.4321237018729,314.44945656889365,400.3394849578937,1031.22
1822.6435909993656,0.0,414.8892045353132,444.9231235416816,2682.46
2910.861237432786,0.0,413.7892509507416,440.93858944163867,3765.59
1319.3216033139931,0.0,0.0,0.0,1319.32
0.0,333.7157553237422,498.4967153977853,452.7360542407561,1284.95
768.54758350164,0.0,399.94147810169335,0.0,1168.49
1723.3619161805834,0.0,449.84112167056344,374.32137296983103,2547.52
0.0,224.83745540113557,448.6115864098865,624.14575405798,1297.59
0.0,334.9948832211384,474.7508357831281,307.5219712235728,1117.27
2395.767090290653,0.0,408.369986379229,557.8410546292298,3361.98
866.182858423749,0.0,343.23376754207754,469.61667161733357,1679.03
0.0,290.09090810168834,531.4169331052746,320.63327018109425,1142.14
2567.050602647965,0.0,443.1346344597736,374.491762297101,3384.68
1681.52852023372,0.0,416.69932117538264,261.3492382637254,2359.58
1887.3739819955765,0.0,0.0,0.0,1887.37
2866.575660580745,0.0,343.3298189391684,559.7985749292066,3769.7
0.0,362.17411927979,465.57375437470597,182.17331766707792,1009.92
0.0,294.94889147178094,337.03030187431057,501.509121042437,1133.49
552.7382546519408,0.0,473.48949076216627,444.5847783466659,1470.81
0.0,259.439344730582,474.97373895491404,323.52710319582616,1057.94
2535.4009476428146,0.0,384.2005239410972,386.13532068178273,3305.74
2171.716766980606,0.0,386.9129559569625,567.4841815855184,3126.11
0.0,0.0,446.1856085671937,383.5151217751502,829.7
901.2372313171829,0.0,458.99888938722285,452.4532476167429,1812.69
0.0,365.53076998487984,465.86372349522514,0.0,831.39
1704.5876577467393,0.0,436.8759970380229,405.29688255661335,2546.76
0.0,0.0,0.0,0.0,0.0
0.0,352.3555812626131,459.0540216101277,0.0,811.41
0.0,0.0,491.3963629840109,0.0,491.4
1290.8584893250868,0.0,579.2545343565101,516.0476855803473,2386.16
1471.8782408779396,0.0,441.3327963180523,545.088868161437,2458.3
0.0,312.43839342012706,492.0135908097043,0.0,804.45
1441.2212075267769,0.0,429.5448235959678,506.97421760596615,2377.74
0.0,355.11656944327336,423.20167871266483,0.0,778.32
2809.6130413296037,0.0,564.5459437174832,505.84896326165324,3880.01
0.0,442.9667085730284,436.86713564365743,466.58573897104196,1346.42
1539.0673824859864,0.0,556.226131764318,434.6813821791457,2529.97
319.7169636466597,0.0,498.561855050928,532.7757291744311,1351.05
1771.5699602106413,0.0,0.0,0.0,1771.57
0.0,0.0,383.8213970803065,467.83473682732415,851.66
513.6761396907146,0.0,363.58716934593144,433.3020687600781,1310.57
2098.247476728136,0.0,564.651478263796,535.1472913016598,3198.05
0.0,300.47834266975997,430.9236519565893,443.27119426509637,1174.67
1395.0427011557808,0.0,0.0,0.0,1395.04
302.99222569344914,0.0,0.0,0.0,302.99
1240.0560381764049,0.0,452.0392753234352,548.5698209597211,2240.67
1024.8831772487833,0.0,350.12298115244806,582.9313229729767,1957.94
0.0,0.0,539.3312381776615,451.191425732961,990.52
3080.4113726992723,0.0,443.1380018084995,0.0,3523.55
1651.8513415682592,0.0,504.80729907848394,512.3088138303012,2668.97
954.4822103775183,0.0,562.196441683666,449.88726076520607,1966.57
0.0,0.0,0.0,0.0,0.0
1460.7340034622093,0.0,393.22792041541874,583.6157349049298,2437.58
0.0,371.837598635207,492.1406379659668,445.04896648299155,1309.03
693.93658833077,0.0,0.0,0.0,693.94
1581.4486649845292,0.0,460.9456850952032,517.3434033437716,2559.74
0.0,333.57725791692945,0.0,0.0,333.58
2278.4750902105106,0.0,0.0,0.0,2278.48
2243.8554240517087,0.0,385.2809003143465,467.5931156261475,3096.73
2259.3258857074948,0.0,0.0,0.0,2259.33
0.0,0.0,483.1863814547391,540.016749972581,1023.2
0.0,0.0,403.1579105903452,574.5316964964953,977.69
0.0,323.2501474875992,0.0,0.0,323.25
1227.8315570182629,0.0,411.95154463227743,378.9118790033637,2018.69
1262.5980400005537,0.0,427.62036748684346,654.8345999011644,2345.05
0.0,0.0,518.1701326562418,674.824550224946,1192.99
0.0,0.0,357.1102423790427,550.7101432314817,907.82
2056.020353613232,0.0,416.7887499191268,304.9685869256289,2777.78
0.0,382.69258424433116,463.6468999657716,291.6316477002796,1137.97
1651.4973957893362,0.0,464.1117414845225,470.6205798942566,2586.23
0.0,0.0,407.9355444562012,305.98662304500755,713.92
286.807253488748,0.0,434.4507564961471,523.7511336564671,1245.01
0.0,0.0,350.5061200888341,485.263311433477,835.77
1622.7343904255495,0.0,550.4980522328533,522.8018225347605,2696.03
0.0,0.0,0.0,0.0,0.0
0.0,280.440314375963,481.7600466539745,426.2039750674507,1188.4
0.0,394.5359103467326,374.0525231174543,336.72198944304375,1105.31
0.0,0.0,413.2299559812783,271.42895348193133,684.66
650.6325028204982,0.0,0.0,0.0,650.63
848.4653568065484,0.0,395.0319417394124,534.1077078739378,1777.61
0.0,0.0,392.3919124005381,267.1116079031461,659.5
1824.6820195192422,0.0,485.2319142405201,476.6925482601768,2786.61
170.6571326953792,0.0,421.95515261039037,410.5177739127625,1003.13
0.0,0.0,361.20018671102594,0.0,361.2
1918.618921765721,0.0,510.87458352595104,498.30844289491347,2927.8
2440.340091387549,0.0,496.54803174135964,632.4197989660317,3569.31
1231.4093832474414,0.0,459.00953899478816,0.0,1690.42
0.0,0.0,470.9045517226456,393.33520667192437,864.24
711.4800406740768,0.0,459.39198469072966,588.8008081100305,1759.67
3275.8506990923215,0.0,390.25794427817465,407.11257838869,4073.22
0.0,349.6158224506642,497.9040911949188,547.6653476708607,1395.19
0.0,0.0,0.0,0.0,0.0
1046.8952840289044,0.0,0.0,0.0,1046.9
1614.6888346331707,0.0,481.0078640202751,432.20177776153344,2527.9
330.0532594009441,0.0,457.96226115482426,534.3261819590678,1322.34
1231.9929958632617,0.0,0.0,0.0,1231.99
2188.6284358800194,0.0,495.8226923345812,253.24441782678716,2937.7
623.7793290978524,0.0,397.79933031753217,483.09549567974983,1504.67
0.0,0.0,0.0,0.0,0.0
0.0,0.0,511.73979428499064,418.2990525618634,930.04
0.0,0.0,404.36222685269894,550.2363577092704,954.6
0.0,372.12459611568136,0.0,0.0,372.12
0.0,159.8306810801566,523.0226009102274,633.3933144084407,1316.25
0.0,299.77254048491795,451.551416371795,501.45733779362695,1252.78
1124.6992238398354,0.0,471.9582270221559,479.21155978783395,2075.87
920.8984694368245,0.0,393.60524232322706,366.51321534504206,1681.02
1286.788608239628,0.0,387.9861351073133,374.8312903985866,2049.61
781.1771829736658,0.0,376.2868052736702,157.07922677440632,1314.54
0.0,342.9276074959208,468.32934244109873,600.648590926348,1411.91
0.0,0.0,418.6043892433654,393.35402585598655,811.96
2118.011957888198,0.0,408.69841615074085,378.55910240356576,2905.27
429.4398064178446,0.0,468.37608182910503,313.01198166972694,1210.83
1502.4557060247726,0.0,0.0,0.0,1502.46
0.0,0.0,475.75528895568596,0.0,475.76
0.0,407.77940660991567,508.7270589338224,346.60827094188096,1263.11
2097.4063569002333,0.0,0.0,0.0,2097.41
0.0,0.0,528.8195777690535,411.67166079229037,940.49
0.0,396.3868358690058,0.0,0.0,396.39
0.0,299.78107237877896,398.58480798548374,246.37982290267044,944.75
1770.5513955380827,0.0,446.75807175831136,346.55988184928896,2563.87
1340.901895409958,0.0,0.0,0.0,1340.9
972.1847336115458,0.0,369.7531973923276,385.7645128671076,1727.7
0.0,0.0,495.66716513039836,256.41899141755476,752.09
0.0,0.0,429.3474597493362,312.35311043040446,741.7
0.0,0.0,0.0,0.0,0.0
1466.8959449481029,0.0,510.5578464192819,0.0,1977.45
739.9286212889932,0.0,281.8192293865518,436.5127391948607,1458.26
0.0,334.42897585996366,381.33410842624465,521.3267719589254,1237.09
0.0,0.0,0.0,0.0,0.0
2170.924067716838,0.0,457.45414724160935,0.0,2628.38
0.0,0.0,393.5311162249935,469.48383116983365,863.01
0.0,0.0,469.91665624810577,0.0,469.92
294.6848888389728,0.0,454.9787879206715,385.0494127169024,1134.71
0.0,341.39885538729897,422.49464961440935,0.0,763.89
742.961917751548,0.0,449.8017363392304,302.5183045300963,1495.28
235.54833524147617,0.0,362.4255848368628,547.0116481163914,1144.99
0.0,302.2952836987507,379.2566290757312,482.25207846486234,1163.8
2273.979471063992,0.0,472.92286152596967,276.45775441732343,3023.36
0.0,0.0,369.1415748278225,300.8424185458619,669.98
738.375090228101,0.0,455.8818923780436,0.0,1194.26
0.0,0.0,465.27004472481644,331.65577280223914,796.93
709.3523475605978,0.0,390.8325510638788,452.20699340955656,1552.39
1765.5995218342096,0.0,361.09052031876735,267.29972499154934,2393.99
934.8427884688601,0.0,501.10351152652163,335.2555699022372,1771.2
0.0,224.77655574689697,523.7891927527687,408.50140372345567,1157.07
0.0,0.0,0.0,0.0,0.0
0.0,390.1583631668658,475.8866253438094,0.0,866.04
1802.9460684465057,0.0,497.8707610529908,0.0,2300.82
820.0303796825698,0.0,372.7309021420439,596.9138750868761,1789.68
651.5030400492975,0.0,408.44496072845124,369.89345720561244,1429.84
215.18549756635423,0.0,0.0,0.0,215.19
2802.8419508382103,0.0,403.29420787691794,319.0616803819056,3525.2
0.0,0.0,0.0,0.0,0.0
1670.7533575639006,0.0,527.9148496790223,611.8096458406145,2810.48
0.0,0.0,425.88701073993235,491.99837767989436,917.89
0.0,362.003406688685,435.58938857652305,223.45720705376303,1021.05
1534.7805355620608,0.0,425.1656479851913,522.9998291429446,2482.95
2835.751927441889,0.0,473.7223142889493,495.05051393596284,3804.52
772.751386329997,0.0,486.18667295721906,377.929073543292,1636.87
0.0,426.2950464386422,470.713079585193,527.0683195756167,1424.08
791.6282320609516,0.0,394.60192993611975,529.6300680073575,1715.86
0.0,0.0,384.2008388248511,393.4181590429456,777.62
2022.8734367373597,0.0,509.8161055887537,0.0,2532.69
2074.2647466764297,0.0,581.0681251090164,457.3493542551195,3112.68
0.0,0.0,512.5265822625626,502.9977195715846,1015.52
526.6949564759058,0.0,593.6066781395145,457.5621551989495,1577.86
1251.6423428012338,0.0,410.1847699280673,0.0,1661.83
2473.7867145134755,0.0,474.10344088158655,468.23978136552034,3416.13
0.0,0.0,337.83696507272714,0.0,337.84
1868.6387383111123,0.0,515.3918002577651,323.15197246387186,2707.18
0.0,0.0,472.75083203923674,576.5722178235333,1049.32
0.0,334.7300655784762,398.93987138689073,437.42534900343026,1171.1
0.0,359.26440164713034,381.77533820801966,0.0,741.04
0.0,411.050080906815,407.91503503716564,161.6454760591747,980.61
0.0,0.0,469.34334220885444,394.71767019412425,864.06
0.0,360.40493999113676,428.7995715654008,474.6091303802749,1263.81
2470.087414132283,0.0,0.0,0.0,2470.09
0.0,0.0,394.9156654748299,364.80617711562434,759.72
1218.832293494527,0.0,457.7506720709323,462.21971369148616,2138.8
890.8793408570209,0.0,0.0,0.0,890.88
174.33500444173006,0.0,440.0333868027802,346.4766405516898,960.85
0.0,319.82786406485997,357.0508476532518,303.91764879539164,980.8
0.0,407.25423620893747,519.5069886840672,333.1595020293493,1259.92
1441.1619495158611,0.0,377.0248111827834,444.05126807232244,2262.24
0.0,240.21667194771757,453.3821138590406,565.5188455611878,1259.12
0.0,320.95698358715913,460.06876619277256,402.79695180199076,1183.82
1453.6082802440676,0.0,429.9549887236706,342.41944806444684,2225.98
1472.928634325426,0.0,420.9010068605456,0.0,1893.83
0.0,0.0,508.0539867064252,299.4861793100856,807.54
0.0,0.0,376.3183173188336,373.6919277228722,750.01
1404.1076811575458,0.0,517.8985654181795,382.5508775874819,2304.56
963.5858341768794,0.0,344.9473044547405,472.3031742717521,1780.84
0.0,0.0,401.88198878651593,461.710582247587,863.59
1074.6651073218943,0.0,0.0,0.0,1074.67
980.2963289776258,0.0,538.3577070108588,375.4712402879142,1894.13
1458.9448936545004,0.0,0.0,0.0,1458.94
769.6868981933794,0.0,339.0968888504765,444.62590458137845,1553.41
1924.2747258085126,0.0,0.0,0.0,1924.27
0.0,461.54850854813446,477.8388567432599,0.0,939.39
1675.0058148019668,0.0,512.955150534319,379.4565656784089,2567.42
0.0,0.0,459.5753050738373,501.03816931368704,960.61
990.9218869233115,0.0,568.8316552267202,0.0,1559.75
836.4283081758036,0.0,477.60127567180194,448.7037468588246,1762.73
0.0,144.45073525612662,407.6688618526308,0.0,552.12
1115.8677638005317,0.0,363.50939823656745,554.0761234911561,2033.45
1663.730933246703,0.0,400.0395554576504,0.0,2063.77
1496.8978077616525,0.0,479.71958132416154,0.0,1976.62
0.0,393.7749104703677,0.0,0.0,393.77
0.0,317.3144515269695,268.5238776846254,408.24979396018887,994.09
559.99770800147,0.0,439.9825801677674,0.0,999.98
